,model,pass1,win_rate,count,SE(A),SE_x(A),SE_pred(A)
29,qwen1.5-32b-chat,0.6630434782608695,0.27177536231896376,3.0,0.049279242498919996,0.03918895423568512,0.029877576996482486
37,qwen2-math-72b-instruct,0.6467391304347826,0.2795760869563913,2.0,0.049833159424751014,0.03807300366559389,0.03215260751684574
14,google_gemma_3_4b_it,0.6413043478260869,0.26101014492747393,5.0,0.050003595662608216,0.03979366008037282,0.03027910495040026
44,qwen2.5-coder-7b-instruct,0.6304347826086957,0.2600579710144402,4.0,0.050323601460709556,0.0359432421995782,0.03522141683917315
46,qwen3-1.7b,0.6168478260869565,0.25205072463761957,4.0,0.050685151922641225,0.03793678496890068,0.0336122741218831
5,deepseek_r1_distill_qwen_7b,0.6168478260869565,0.25672644927530974,4.0,0.050685151922641225,0.04147046952727357,0.029140775257509806
1,deepseek_r1_distill_llama_8b,0.592391304347826,0.2332961956520815,4.0,0.051230918704569514,0.040436643705772074,0.03145607854019083
16,llama-3.1-8B-instruct,0.5869565217391305,0.24678260869556523,7.0,0.05133421641842629,0.051334216418426296,0.0
25,mistralai_mixtral_8x7b_instruct_v0.1,0.547101449272826,0.22636473429760806,3.0,0.05189678861183737,0.03955138638559415,0.033600067011825586
38,qwen2-math-7b-instruct,0.5434782608695652,0.22778442028984783,2.0,0.051931145973147234,0.04255276797073141,0.02976753029919381
28,qwen1.5-14b-chat,0.5326086956521737,0.21307367149657633,3.0,0.05201762587647198,0.04003902954707981,0.03320707025247301
35,qwen2-7b-instruct,0.5081521739130435,0.20038768115932065,4.0,0.05212167433458105,0.03614254798377662,0.03755509500294906
19,mistralai_mathstral_7b_v0.1,0.5054347826086957,0.19739945652166305,4.0,0.0521255239925697,0.03604581633585907,0.03765327842541037
20,mistralai_ministral_8b_instruct_2410,0.5054347826086957,0.19272735507233696,4.0,0.0521255239925697,0.03899778635187951,0.03458674473195069
23,mistralai_mistral_7b_instruct_v0.3,0.46467391304347827,0.18037137681161414,4.0,0.051998334795697425,0.03717596329426112,0.03635621782679253
45,qwen3-0.6b,0.4326086956521738,0.17218043478256087,5.0,0.051652940075660445,0.038309896197015726,0.03464647271849832
43,qwen2.5-coder-3b-instruct,0.3967391304347826,0.1566204710144837,4.0,0.05100481571643773,0.0330924653671339,0.0388121110246894
6,deepseek_v2_lite_chat,0.39492753623152177,0.15367874396035713,3.0,0.05096458460854926,0.038999158427019814,0.032809366441706636
22,mistralai_mistral_7b_instruct_v0.2,0.39402173913043476,0.15953985507245108,4.0,0.05094419455586995,0.038282188904263534,0.0336122741218831
18,llama-3.2-3B-instruct,0.3804347826086957,0.16170289855080436,10.0,0.05061621998905203,0.05061621998905203,0.0
31,qwen1.5-7b-chat,0.38043478260760877,0.15138888888753685,3.0,0.050616219989024124,0.037155447055379785,0.03437258326184046
15,google_gemma_7b_it,0.358695652173913,0.14094927536231522,4.0,0.050003595662608216,0.03712086775717863,0.03350225001613574
7,google_codegemma_1.1_7b_it,0.33695652173913043,0.12694999999995654,5.0,0.049279242498919996,0.032233984435832905,0.037274843911917925
10,google_gemma_2b_it,0.32065217391304346,0.11795108695650544,4.0,0.04865968303452525,0.04453970753127277,0.019595387366652114
21,mistralai_mistral_7b_instruct_v0.1,0.3070652173913043,0.12510597826086955,4.0,0.048091417662855504,0.028526982071914633,0.038716866436888604
12,google_gemma_3_1b_it,0.29891304347826086,0.11662681159413588,4.0,0.04772703589809087,0.03420873617185933,0.03328111063564101
2,deepseek_r1_distill_qwen_1.5b,0.26358695652173914,0.10181793478258697,4.0,0.045933419783107284,0.03177469029479784,0.03316998808623289
33,qwen2-1.5b-instruct,0.26358695652173914,0.10751177536227173,4.0,0.045933419783107284,0.028335012075237496,0.03615253993383172
40,qwen2.5-coder-1.5b-instruct,0.2554347826086957,0.10583605072458152,4.0,0.04546712314867506,0.026894833448912837,0.036659612943565324
17,llama-3.2-1B-instruct,0.20652173913043478,0.07896739130430436,13.0,0.04220427940348139,0.0422042794034814,0.0
39,qwen2.5-coder-0.5b-instruct,0.1260869565217391,0.056600724637682606,5.0,0.03460790245217692,0.016185769177262485,0.030589667998848456
32,qwen2-0.5b-instruct,0.1217391304347826,0.0552608695652174,5.0,0.03409046700800004,0.015962065657908923,0.030122622740328304
27,qwen1.5-1.8b-chat,0.11956521738369563,0.05099033816112016,3.0,0.033826503658162914,0.019566238391357488,0.02759338081765766
36,qwen2-math-1.5b-instruct,0.0652173913,0.028681159417996736,3.0,0.025742048829818658,0.017177987067927242,0.019172110949264107
26,qwen1.5-0.5b-chat,0.056521739130434796,0.026393478260895654,5.0,0.02407574824700833,0.010793685998492033,0.0215206411665471
