,model_a,model_b,sum,diff,total,accA,accB,"corr(A,B)",std_signtest,std(E(A-B)),E(std(A-B)),std(A-B),pvalue,benchmark_id
64,Meta-Llama-3-8B,pythia-12b-deduped-v0,840.0,704.0,3610.0,0.29889196675900276,0.1038781163434903,0.38658414177969963,0.008028463571296088,0.007343125353688431,0.0,0.00734312535368843,5.2680349496108425e-152,nq
65,Meta-Llama-3-8B,pythia-1b-deduped,1021.0,945.0,3610.0,0.29889196675900276,0.0371191135734072,0.1790797125351936,0.008851271639152608,0.007704739306675277,0.0,0.007704739306675277,1.9417257853445577e-238,nq
66,Meta-Llama-3-8B,pythia-2.8b-deduped,935.0,845.0,3610.0,0.29889196675900276,0.06481994459833795,0.2926203398476641,0.008470296316576541,0.0075212176057321695,0.0,0.0075212176057321695,1.0042882161438005e-204,nq
67,Meta-Llama-3-8B,pythia-6.9b-deduped-v0,904.0,760.0,3610.0,0.29889196675900276,0.08836565096952909,0.32332810360520037,0.008328696054500227,0.0075557793335101694,0.0,0.00755577933351017,1.0106250379329068e-164,nq
68,Meta-Llama-3-8B,stablelm-3b-4e1t,676.0,444.0,3610.0,0.29889196675900276,0.17590027700831026,0.523220361529196,0.007202216066481995,0.006905188181171928,0.0,0.006905188181171928,1.246905869098591e-70,nq
69,Meta-Llama-3-8B,stablelm-base-alpha-7b-v2,706.0,472.0,3610.0,0.29889196675900276,0.16814404432132965,0.499270288084553,0.00736029377040799,0.007031248964330971,0.0,0.0070312489643309705,1.431795688601781e-76,nq
70,Mistral-7B-v0.1,Meta-Llama-3-70B,766.0,-504.0,3610.0,0.2922437673130194,0.43185595567867036,0.5759556859720887,0.00766667728703493,0.007306067044172263,0.0,0.007306067044172264,3.8909038792182535e-80,nq
71,Mistral-7B-v0.1,Meta-Llama-3-8B,508.0,-24.0,3610.0,0.2922437673130194,0.29889196675900276,0.6621696820868426,0.006243450232456867,0.006242469658547626,0.0,0.006242469658547626,0.3075072770183945,nq
72,Mistral-7B-v0.1,Mixtral-8x22B-v0.1,690.0,-468.0,3610.0,0.2922437673130194,0.4218836565096953,0.6153170365379138,0.007276413039647478,0.0069491471646593445,0.0,0.006949147164659345,3.037111157873845e-77,nq
73,Mistral-7B-v0.1,Mixtral-8x7B-v0.1,558.0,-278.0,3610.0,0.2922437673130194,0.36925207756232686,0.6631492495398064,0.006543496848209262,0.006416744829169686,0.0,0.0064167448291696854,4.022051849675057e-33,nq
